"sport","height_converted","weight","age","female","color","symbol","height"
"volleyball",73,165,34.1506849315069,1,"#4DAF4A","20",73
"volleyball",68,154,30.3808219178082,1,"#4DAF4A","20",68
"volleyball",75,160,38,1,"#4DAF4A","20",75
"volleyball",81,190,29.3205479452055,0,"#4DAF4A","20",81
"volleyball",78,190,23.2602739726027,0,"#4DAF4A","20",78
"volleyball",82,198,29.4219178082192,0,"#4DAF4A","20",82
"volleyball",78,200,22.9342465753425,0,"#4DAF4A","20",78
"volleyball",80,230,34.4356164383562,0,"#4DAF4A","20",80
"volleyball",76,195,38.8712328767123,0,"#4DAF4A","20",76
"volleyball",81,205,23.186301369863,0,"#4DAF4A","20",81
"volleyball",76,190,24.4027397260274,0,"#4DAF4A","20",76
"volleyball",72,165,26.9671232876712,0,"#4DAF4A","20",72
"volleyball",75,194,28.7534246575342,0,"#4DAF4A","20",75
"volleyball",80,200,31.2465753424658,0,"#4DAF4A","20",80
"volleyball",80,235,27.2,0,"#4DAF4A","20",80
"volleyball",74,178,26.1917808219178,1,"#4DAF4A","20",74
"volleyball",75,170,28.8547945205479,1,"#4DAF4A","20",75
"volleyball",70,155,27.5561643835616,1,"#4DAF4A","20",70
"volleyball",74,174,29.8356164383562,1,"#4DAF4A","20",74
"volleyball",72,158,28.3534246575342,1,"#4DAF4A","20",72
"volleyball",76,159,26.6986301369863,1,"#4DAF4A","20",76
"volleyball",74,150,29.8246575342466,1,"#4DAF4A","20",74
"volleyball",71,165,27.0164383561644,1,"#4DAF4A","20",71
"volleyball",76,180,23.5205479452055,1,"#4DAF4A","20",76
"volleyball",74,170,26.8109589041096,1,"#4DAF4A","20",74
"volleyball",74,155,24.1287671232877,1,"#4DAF4A","20",74
"volleyball",68,145,21.7671232876712,1,"#4DAF4A","20",68
"water polo",73,198,34.7287671232877,0,"#984EA3","20",73
"water polo",80,205,20.7890410958904,0,"#984EA3","20",80
"water polo",76,205,22.5561643835616,0,"#984EA3","20",76
"water polo",77,220,22.9342465753425,0,"#984EA3","20",77
"water polo",76,210,20.7534246575342,0,"#984EA3","20",76
"water polo",76,200,18.8630136986301,0,"#984EA3","20",76
"water polo",78,235,18.7150684931507,0,"#984EA3","20",78
"water polo",78,250,31.1287671232877,0,"#984EA3","20",78
"water polo",75,215,39.0054794520548,0,"#984EA3","20",75
"water polo",78,233,24.6493150684932,0,"#984EA3","20",78
"water polo",79,255,21.5835616438356,0,"#984EA3","20",79
"water polo",76,210,25.0958904109589,0,"#984EA3","20",76
"water polo",76,233,33.2986301369863,0,"#984EA3","20",76
"water polo",74,160,26.1232876712329,1,"#984EA3","20",74
"water polo",71,195,29.0630136986301,1,"#984EA3","20",71
"water polo",68,145,22.6684931506849,1,"#984EA3","20",68
"water polo",72,173,17.441095890411,1,"#984EA3","20",72
"water polo",73,165,19.3671232876712,1,"#984EA3","20",73
"water polo",69,170,24.2383561643836,1,"#984EA3","20",69
"water polo",72,197,24.1753424657534,1,"#984EA3","20",72
"water polo",73,180,21.9123287671233,1,"#984EA3","20",73
"water polo",67,154,29.9123287671233,1,"#984EA3","20",67
"water polo",71,145,18.1506849315068,1,"#984EA3","20",71
"water polo",68,145,23.4356164383562,1,"#984EA3","20",68
"water polo",72,230,26.1287671232877,1,"#984EA3","20",72
"water polo",68,NA,23.186301369863,1,"#984EA3","20",68
"weightlifting",66,207,30.1150684931507,0,"#FF7F00","20",66
"weightlifting",65,165,22.6657534246575,1,"#FF7F00","20",65
"weightlifting",60,110,30.8465753424658,1,"#FF7F00","20",60
"weightlifting",70,310,28.0301369863014,1,"#FF7F00","20",70
"wrestling",67,175,28.0958904109589,0,"#FFFF33","20",67
"wrestling",71,189,21.441095890411,0,"#FFFF33","20",71
"wrestling",65,125,29.8849315068493,0,"#FFFF33","20",65
"wrestling",64,155,27.6246575342466,0,"#FFFF33","20",64
"wrestling",71,225,20.7232876712329,0,"#FFFF33","20",71
"wrestling",62,118,21.8164383561644,1,"#FFFF33","20",62
"wrestling",68,170,25.572602739726,1,"#FFFF33","20",68
"wrestling",66,158,29.8328767123288,1,"#FFFF33","20",66
"wrestling",70,180,29.986301369863,0,"#FFFF33","20",70
"wrestling",74,270,30.7315068493151,0,"#FFFF33","20",74
"wrestling",68,195,26.1287671232877,0,"#FFFF33","20",68
"wrestling",72,280,29.5342465753425,0,"#FFFF33","20",72
"wrestling",67,150,24.172602739726,0,"#FFFF33","20",67
