"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","kfold1","kfold2","kfold3","kfold4","kfold5","kfold6","kfold7","kfold8","kfold9","kfold10"
27,169,55,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",1,8,4,10,4,1,2,2,5,7
26,183,84,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C","18",6,2,7,6,10,2,9,7,8,1
23,182,63,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,1,6,2,4,4,4,5,2,6
23,182,87,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33","17",8,6,10,2,10,2,4,7,5,1
24,185,88,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8","15",2,7,8,8,10,6,10,6,6,3
27,174,74,0,0,0,0,0,"Swimming","Men's 100m Butterfly, Men's 200m Butterfly, Men's 4x100m Medley Relay","#FFFF33","17",6,9,9,5,9,10,2,9,3,3
28,180,64,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,2,4,6,6,7,6,6,5,5
28,169,62,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",2,3,7,10,10,7,4,6,1,2
23,176,72,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8","15",8,10,1,7,4,5,1,4,8,4
28,172,65,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",9,3,2,7,8,7,7,4,3,4
24,187,86,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",1,3,7,10,2,5,8,8,7,9
25,171,79,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8","15",3,5,6,8,10,7,9,2,10,5
48,180,95,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",3,10,1,5,7,10,4,1,6,9
19,176,70,0,0,0,0,0,"Shooting","Men's Trap","#FF7F00","17",3,1,3,5,4,7,8,1,1,7
34,180,65,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Freestyle","#FFFF33","17",8,8,1,2,3,6,2,7,1,3
32,181,84,0,0,0,0,0,"Sailing","Men's Laser","#984EA3","17",4,5,3,6,4,10,9,10,5,9
23,175,78,1,0,0,0,0,"Judo","Women's +78kg","#E41A1C","17",6,8,6,3,6,3,8,2,7,3
25,157,56,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",7,7,8,6,4,6,9,7,6,8
20,170,70,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",3,9,5,6,4,7,2,1,3,3
21,174,90,0,0,0,0,0,"Archery","Men's Individual, Men's Team","#E41A1C","15",9,9,8,6,1,9,3,1,4,7
26,174,70,1,0,0,1,1,"Judo","Women's -70kg","#E41A1C","17",2,7,6,10,4,2,10,4,2,3
31,182,66,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8","15",5,7,2,8,4,4,4,3,3,10
26,194,88,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",5,7,4,1,2,5,1,10,5,9
22,173,64,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",7,3,5,7,7,3,9,2,5,2
25,181,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",8,1,2,1,10,6,7,8,6,6
18,175,58,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",3,3,10,10,10,6,3,7,5,6
18,174,61,1,0,0,0,0,"Swimming","Women's 200m Individual Medley","#FFFF33","17",2,2,9,9,3,4,6,7,7,1
31,201,86,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",8,1,8,10,9,1,9,2,10,9
28,162,57,1,0,0,0,0,"Judo","Women's -57kg","#E41A1C","17",6,3,5,3,1,1,10,10,10,8
34,183,78,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",3,7,2,10,1,5,4,7,2,9
24,198,54,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8","15",8,7,9,6,5,5,5,10,3,10
22,177,86,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8","15",1,4,8,7,3,2,2,4,10,5
32,177,75,0,0,0,0,0,"Equestrian","Individual Eventing, O-FELTIZ","#4DAF4A","16",5,7,2,8,10,7,3,6,6,5
19,160,55,1,0,0,0,0,"Shooting","Women's 10m Air Rifle","#FF7F00","17",7,2,7,10,8,6,9,5,2,1
32,168,54,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8","15",7,4,3,5,6,5,10,1,4,7
23,169,53,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C","16",10,6,3,3,6,10,6,5,3,2
25,186,84,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",6,9,3,7,8,1,4,2,10,7
29,167,62,1,0,0,0,0,"Handball","Women's Handball","#FFFF33","16",2,2,4,8,5,6,5,2,2,4
18,179,60,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",9,4,3,4,2,3,1,8,8,7
25,178,81,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",3,9,5,8,5,5,8,4,6,9
23,161,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",2,2,4,8,4,3,1,10,4,3
23,187,90,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",1,2,7,9,5,7,7,3,7,6
32,160,52,1,1,0,0,1,"Judo","Women's -52kg","#E41A1C","17",5,6,6,4,2,3,5,8,3,9
28,177,66,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",3,5,4,8,7,5,10,9,3,5
23,180,70,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",6,2,4,8,4,5,1,7,5,5
27,187,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C","17",2,8,3,8,9,4,8,2,4,3
26,176,65,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",1,10,7,5,8,8,1,10,4,5
22,187,68,0,0,0,0,0,"Swimming","Men's 200m Backstroke","#FFFF33","17",8,4,3,3,9,5,4,10,4,9
32,212,102,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",3,4,9,10,3,7,5,3,5,9
27,169,75,1,0,0,0,0,"Shooting","Women's 10m Air Rifle","#FF7F00","17",10,1,3,3,6,6,2,4,5,10
21,173,64,1,1,0,0,1,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33","17",1,5,9,9,4,9,4,2,6,8
20,178,68,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33","17",6,4,2,7,2,9,9,1,8,10
25,208,93,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",4,1,7,4,3,4,10,8,4,9
24,175,70,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",8,7,5,6,10,9,1,2,3,2
29,201,110,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",4,3,2,5,3,4,2,1,1,3
34,185,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",3,1,1,7,8,7,7,9,1,10
31,170,55,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",5,4,8,2,4,3,1,5,2,5
30,164,57,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",7,2,10,6,10,5,1,1,10,2
21,185,79,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",4,3,9,2,2,1,6,3,1,4
34,171,63,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",7,8,10,9,2,9,7,2,4,1
32,172,77,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",1,1,3,4,10,2,10,7,2,9
20,172,62,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",5,7,7,7,3,5,1,1,1,10
28,165,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",1,7,3,7,7,9,10,4,10,8
31,200,97,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",5,4,2,10,7,5,1,5,2,1
26,172,70,0,0,0,0,0,"Athletics","Men's 100m, Men's 4 x 100m Relay","#377EB8","15",2,2,2,3,8,10,9,1,6,9
36,180,70,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",8,1,6,7,3,8,10,4,4,3
19,174,64,1,0,0,0,0,"Swimming","Women's 200m Individual Medley","#FFFF33","17",9,9,2,4,1,10,2,8,6,5
28,168,58,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",7,7,3,2,8,10,3,8,1,6
20,189,76,1,0,0,0,0,"Swimming","Women's 4x100m Freestyle Relay","#FFFF33","17",1,6,7,7,1,6,6,5,4,7
37,173,68,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",6,10,1,6,5,10,5,7,1,8
16,162,55,1,0,0,0,0,"Shooting","Women's Skeet","#FF7F00","17",1,1,5,3,7,5,10,1,9,1
22,196,120,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C","17",6,4,5,4,1,6,3,2,2,7
25,189,102,0,0,0,0,0,"Wrestling","Men's 96kg Freestyle","#FFFF33","18",1,7,6,10,10,6,1,8,6,1
22,194,95,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A","17",10,5,3,6,4,8,5,6,6,4
25,170,56,1,0,0,0,0,"Cycling","Women's Road Race","#E41A1C","16",1,10,5,3,3,3,5,4,6,10
36,178,75,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A","17",2,10,10,7,3,3,8,1,3,4
26,181,80,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33","17",6,9,4,7,8,10,7,9,6,1
34,168,60,0,0,0,0,0,"Shooting","Men's 50m Rifle Prone","#FF7F00","17",3,9,1,6,1,7,5,10,1,10
27,164,60,0,0,0,0,0,"Wrestling","Men's 60kg Greco-Roman","#FFFF33","18",10,4,9,10,2,6,6,10,10,2
27,177,77,0,0,0,0,0,"Sailing","Men's 49er","#984EA3","17",3,6,8,2,8,7,4,7,6,6
23,170,60,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8","15",9,2,4,9,4,6,9,1,5,8
28,162,63,1,0,0,0,0,"Athletics","Women's 200m","#377EB8","15",10,8,7,6,3,4,2,5,10,1
32,172,56,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",6,4,9,2,4,10,8,3,2,10
28,192,105,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00","18",1,9,2,10,6,10,8,2,6,5
35,165,63,1,0,0,0,0,"Judo","Women's -63kg","#E41A1C","17",6,10,5,3,1,3,3,6,2,2
18,168,60,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",3,5,3,4,8,6,3,2,9,4
21,168,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",1,5,2,2,8,2,2,5,4,6
28,203,104,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",6,2,9,1,6,9,5,8,2,2
22,187,90,0,0,0,0,0,"Judo","Men's -90kg","#E41A1C","17",7,6,3,10,7,6,8,2,5,4
28,176,68,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",6,10,5,8,5,9,6,5,6,1
23,177,69,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",4,9,5,6,8,5,8,8,4,9
23,202,97,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",3,6,10,3,10,7,1,7,8,6
20,170,55,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",8,7,10,4,10,8,3,7,7,3
19,168,50,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",6,2,1,2,1,5,9,3,3,7
30,174,55,1,0,0,0,0,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C","16",5,9,7,1,3,1,3,4,10,4
25,175,73,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A","17",4,3,3,4,8,6,3,5,2,3
20,177,70,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A","17",4,9,6,1,6,7,4,9,4,3
23,174,95,0,0,0,0,0,"Weightlifting","Men's 94kg","#FF7F00","18",3,3,5,10,7,5,5,7,1,3
31,178,69,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8","15",5,9,3,6,9,8,9,4,5,9
31,184,115,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8","15",7,9,9,3,5,8,3,1,9,7
29,203,106,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",9,4,4,8,1,5,5,9,8,1
26,180,78,0,0,0,0,0,"Fencing","Men's Individual Sabre","#984EA3","16",8,10,8,3,1,8,7,6,8,1
26,186,74,0,0,0,0,0,"Table Tennis","Men's Team","#A65628","17",3,4,8,8,7,7,2,7,4,3
30,172,50,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",10,2,4,8,1,5,8,7,3,8
22,165,62,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,8,10,5,8,10,4,3,10,5
28,186,80,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",9,4,1,7,2,4,10,4,7,4
17,162,60,1,0,0,0,0,"Swimming","Women's 50m Freestyle","#FFFF33","17",4,4,4,6,10,10,9,6,10,10
30,170,83,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00","17",3,2,5,6,9,3,5,2,1,1
25,172,62,0,0,0,0,0,"Cycling","Men's Omnium, Men's Team Pursuit","#E41A1C","16",8,3,5,2,10,8,6,6,1,7
24,198,100,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A","17",1,5,10,6,7,2,6,9,2,9
18,168,58,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8","15",10,7,10,4,10,3,3,8,1,2
27,171,64,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C","16",9,1,4,3,4,9,5,7,3,4
20,187,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",2,10,4,1,1,8,6,1,2,3
26,176,61,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8","15",8,2,3,2,4,10,6,7,9,3
26,177,65,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8","15",7,5,8,9,1,8,4,7,5,10
23,182,79,0,0,0,0,0,"Cycling","Men's Omnium","#E41A1C","16",4,8,7,7,9,9,4,7,3,10
32,212,115,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3","15",1,4,6,8,9,9,3,8,2,7
31,186,78,0,0,0,0,0,"Hockey","Men's Hockey","#A65628","16",4,3,8,1,7,10,2,9,6,5
26,171,55,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",7,1,5,6,5,7,6,2,10,4
22,170,52,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",5,3,7,10,6,3,8,7,5,9
25,190,85,0,0,0,0,0,"Athletics","Men's Pole Vault","#377EB8","15",4,5,7,4,3,2,2,8,5,6
30,168,73,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",9,8,1,7,8,3,4,8,6,10
17,168,58,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33","17",3,3,6,1,3,3,9,4,8,8
26,170,62,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",6,3,8,10,10,5,10,8,6,9
20,178,72,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",8,7,7,4,1,1,8,8,5,10
20,192,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",6,10,1,2,7,3,5,3,8,5
21,175,62,0,0,0,0,0,"Athletics","Men's 5000m, Men's 10,000m","#377EB8","15",10,5,5,2,3,1,7,6,8,1
24,158,53,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",4,5,5,1,9,2,1,10,8,9
21,160,52,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",9,10,4,3,9,8,8,9,8,8
21,163,52,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",10,1,1,9,10,9,7,7,6,10
29,164,54,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",10,4,2,1,8,6,7,3,3,10
22,199,95,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A","17",10,2,3,6,8,2,8,2,7,1
29,188,77,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3","18",8,6,5,7,10,6,7,7,6,5
31,193,139,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8","15",3,7,7,4,1,9,2,6,1,9
38,173,58,1,1,0,0,1,"Cycling","Women's Individual Time Trial, Women's Road Race","#E41A1C","16",7,2,2,2,3,3,5,8,3,5
22,178,80,0,0,0,0,0,"Swimming","Men's 100m Backstroke, Men's 4x100m Medley Relay","#FFFF33","17",9,5,1,2,6,4,3,2,7,5
36,173,59,1,0,1,0,1,"Cycling","Women's Individual Time Trial, Women's Road Race, Women's Team Pursuit","#E41A1C","16",3,4,5,4,4,1,7,8,10,6
27,185,72,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",10,9,1,8,7,10,5,10,1,4
35,194,95,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",1,3,6,1,1,2,4,1,1,10
20,193,105,0,0,0,0,0,"Weightlifting","Men's 105kg","#FF7F00","18",4,2,3,8,10,3,2,1,9,10
18,170,60,1,0,0,0,0,"Swimming","Women's 200m Freestyle","#FFFF33","17",4,2,2,1,1,5,5,7,3,3
20,163,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C","17",2,5,9,7,10,9,4,3,5,3
25,165,59,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00","17",7,7,4,2,4,5,1,6,5,9
23,178,62,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8","15",4,10,7,7,7,9,2,4,4,1
29,190,77,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",2,6,8,8,5,1,6,1,7,10
29,195,92,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8","15",1,4,10,8,3,9,7,1,6,9
17,188,79,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33","17",3,6,1,6,1,1,6,4,10,3
26,177,59,1,0,0,0,0,"Athletics","Women's 200m","#377EB8","15",2,1,6,3,4,2,9,5,7,7
25,168,85,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00","17",9,1,9,4,4,8,10,10,8,3
24,182,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33","18",7,5,4,10,9,6,5,1,4,7
27,176,67,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00","15",5,7,2,9,2,2,6,5,8,9
28,177,70,1,0,0,0,0,"Tennis","Women's Singles, Mixed Doubles","#E41A1C","18",1,4,8,10,2,1,6,4,5,10
24,173,57,1,0,0,0,0,"Athletics","Women's 800m","#377EB8","15",2,3,3,1,5,10,5,2,5,7
24,180,76,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8","15",6,8,2,5,6,6,1,5,6,9
22,167,54,1,0,0,0,0,"Athletics","Women's 800m","#377EB8","15",7,4,4,8,6,5,1,8,7,2
25,165,55,1,0,0,0,0,"Shooting","Women's 10m Air Rifle, Women's 50m Rifle 3 Positions","#FF7F00","17",9,5,9,2,1,5,6,8,8,9
28,160,48,1,0,0,0,0,"Modern Pentathlon","Women's Modern Pentathlon","#377EB8","17",5,10,2,3,3,7,6,4,4,3
36,199,95,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00","15",8,5,3,9,10,3,4,1,2,4
25,164,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",1,10,4,7,10,6,8,9,10,3
22,177,58,1,0,0,0,0,"Athletics","Women's 400m Hurdles","#377EB8","15",9,4,1,9,9,4,10,6,2,6
27,166,64,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",2,10,7,9,6,5,8,3,3,5
30,187,82,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8","15",3,4,10,1,5,10,10,3,9,9
19,172,60,0,0,0,0,0,"Wrestling","Men's 60kg Freestyle","#FFFF33","18",3,3,10,1,10,5,10,7,9,7
54,157,60,1,0,0,0,0,"Shooting","Women's 10m Air Pistol, Women's 25m Pistol","#FF7F00","17",3,5,6,6,8,5,10,2,1,10
19,173,64,1,0,0,0,0,"Swimming","Women's 800m Freestyle","#FFFF33","17",10,9,1,3,10,3,8,8,3,2
26,172,70,0,0,0,0,0,"Athletics","Men's 800m","#377EB8","15",8,10,3,9,2,10,10,10,4,8
23,166,56,1,0,0,0,0,"Football","Women's Football","#FF7F00","16",6,2,4,5,5,6,8,9,6,8
32,171,58,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8","15",9,7,6,9,3,7,10,10,1,4
36,158,65,1,0,0,0,0,"Shooting","Women's 10m Air Pistol","#FF7F00","17",3,4,10,8,9,2,5,5,3,4
27,181,72,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A","17",2,1,10,8,9,3,1,4,10,2
21,174,62,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33","17",9,4,7,2,2,2,4,8,4,8
25,187,84,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3","16",1,6,6,8,7,7,4,8,1,3
21,194,92,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628","17",3,1,7,9,2,9,2,2,4,3
26,161,42,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8","15",7,5,5,6,1,5,7,10,7,7
24,168,53,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8","15",7,10,6,9,9,5,4,6,6,7
20,175,78,1,0,0,0,0,"Judo","Women's +78kg","#E41A1C","17",6,4,7,10,9,4,9,3,10,6
25,167,56,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8","15",10,6,3,2,3,1,3,8,6,7
26,179,68,0,0,0,0,0,"Athletics","Men's 200m","#377EB8","15",1,5,1,2,7,9,1,5,3,10
27,152,52,1,0,0,0,0,"Athletics","Women's 100m, Women's 200m, Women's 4 x 100m Relay","#377EB8","15",5,9,8,1,9,6,9,5,5,8
30,180,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33","18",6,9,5,9,5,8,5,4,10,7
21,162,62,0,0,0,0,0,"Weightlifting","Men's 62kg","#FF7F00","18",9,2,6,10,10,8,5,9,9,6
20,200,84,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A","18",2,2,5,4,7,10,1,6,6,4
27,170,55,1,0,0,0,0,"Athletics","Women's 100m","#377EB8","15",5,3,3,10,8,2,2,3,5,6
18,179,70,0,0,0,0,0,"Swimming","Men's 400m Individual Medley","#FFFF33","17",10,7,9,6,4,4,6,9,4,9
25,179,70,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C","16",8,8,6,7,2,7,8,8,3,9
26,188,118,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8","15",4,9,10,2,3,5,1,6,7,1
28,185,88,0,0,0,0,0,"Athletics","Men's 100m","#377EB8","15",4,3,4,4,9,9,9,4,9,3
23,173,71,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Breaststroke, Women's 200m Breaststroke","#FFFF33","17",4,1,1,8,2,6,3,9,6,5
22,165,55,1,0,0,0,0,"Athletics","Women's 800m","#377EB8","15",2,7,10,2,4,3,5,4,5,5
32,176,68,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8","18",1,8,7,3,3,3,10,6,2,10
28,190,90,0,0,0,0,0,"Handball","Men's Handball","#FFFF33","16",1,4,9,5,10,9,2,9,7,2
28,178,81,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C","17",4,1,2,7,4,1,2,4,5,9
27,161,60,1,0,0,0,0,"Hockey","Women's Hockey","#A65628","16",5,2,3,5,9,6,1,8,2,6
20,171,60,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke","#FFFF33","17",9,4,10,3,8,4,3,10,4,1
23,167,66,1,0,0,0,0,"Fencing","Women's Individual Sabre","#984EA3","16",5,7,9,1,5,8,10,6,2,2
23,187,77,0,0,0,0,0,"Football","Men's Football","#FF7F00","16",2,3,5,2,2,3,3,2,6,4
28,185,82,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",2,4,1,7,5,9,5,7,7,2
25,170,58,1,1,0,1,2,"Equestrian","Individual Eventing, Team Eventing, OPGUN LOUVO","#4DAF4A","16",3,6,3,3,4,9,2,6,9,9
30,164,44,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8","15",4,6,9,5,10,7,1,2,9,1
28,185,75,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3","15",7,5,2,4,3,2,2,7,1,2
30,168,62,1,0,0,0,0,"Badminton","Women's Singles","#4DAF4A","15",1,7,9,3,1,6,3,8,8,10
28,179,73,0,0,0,0,0,"Athletics","Men's 20km Race Walk, Men's 50km Race Walk","#377EB8","15",7,4,4,7,6,9,10,4,4,10
19,178,85,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00","18",7,3,2,6,8,1,10,5,7,4
27,173,75,1,0,0,0,0,"Judo","Women's -78kg","#E41A1C","17",6,10,2,9,6,3,4,3,6,9
29,188,100,0,0,0,0,0,"Judo","Men's -100kg","#E41A1C","17",2,8,6,5,3,1,9,9,3,6
23,183,90,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8","15",4,9,9,10,7,10,4,5,5,10
27,175,100,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8","15",9,8,10,3,8,10,7,7,5,10
19,190,82,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33","17",5,7,4,1,4,1,1,9,4,5
22,167,63,0,0,0,0,0,"Cycling","Men's Team Pursuit","#E41A1C","16",7,2,7,3,8,4,5,1,6,3
18,164,61,1,0,0,1,1,"Archery","Women's Individual, Women's Team","#E41A1C","15",1,5,10,1,10,7,1,8,4,9
35,177,84,0,0,0,0,0,"Wrestling","Men's 84kg Greco-Roman","#FFFF33","18",5,5,6,10,8,5,2,2,10,5
23,178,70,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3","16",8,8,6,1,1,1,3,4,9,2
24,185,95,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8","15",1,10,1,9,3,8,8,10,1,10
20,175,65,1,0,0,0,0,"Swimming","Women's 100m Backstroke, Women's 200m Backstroke","#FFFF33","17",1,8,5,9,1,8,9,3,1,8
25,165,66,0,0,0,0,0,"Judo","Men's -66kg","#E41A1C","17",6,10,4,1,3,10,2,6,9,2
21,160,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33","18",2,1,10,1,7,2,7,10,4,2
23,174,67,0,0,0,0,0,"Fencing","Men's Team Foil","#984EA3","16",4,9,1,6,7,3,10,3,9,2
24,166,60,0,0,0,0,0,"Cycling","Men's Sprint, Men's Keirin","#E41A1C","16",2,4,4,3,2,8,7,3,4,4
24,182,82,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8","15",10,9,8,2,6,5,10,10,8,7
25,180,75,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3","16",1,1,1,2,9,6,2,5,2,8
22,173,51,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8","15",5,7,7,2,6,8,7,3,9,3
27,189,96,0,0,0,0,0,"Wrestling","Men's 96kg Greco-Roman","#FFFF33","18",6,1,7,7,8,8,3,4,10,6
21,168,60,0,0,0,0,0,"Swimming","Men's 1500m Freestyle","#FFFF33","17",1,3,9,8,9,6,8,3,7,2
21,186,68,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A","18",1,7,9,3,10,2,6,8,4,5
26,169,54,1,0,0,0,0,"Athletics","Women's 4 x 400m Relay","#377EB8","15",3,4,9,6,7,2,1,4,8,7
